Sedote,,,,,,,,0.3888656,0.78986174,-0.01465633,0.63481811,1.18192322,-0.15375989,0.64461862
Spoten,1.6319721,1.2276365,2.2217955,1.1076595,2.1706968,-1.0039706,1.0135188,0.3979982,1.4490999,0.1327312,1.2501224,0.4359102,0.4936191,1.5952775
Stedul,,,,,,,,-0.4061598,-0.3498493,-0.811548,-1.3343151,-0.3983803,-2.8497975,-0.445141
Steeph,-2.9542888,3.5438425,0.9268453,-3.3274756,0.20961,-2.8810306,1.2834709,0.5989094,0.2341249,0.2488034,0.530284,-0.8721691,-0.4543101,0.9063692
Tagmic,-0.38339741,0.02487455,-0.89076321,-1.41293221,0.32893393,-3.72676041,-0.57793165,0.59026267,0.38854446,-0.90982144,0.04641364,-2.18307175,-0.58296143,-0.64696065
Thyaur,-0.061269656,0.345080544,0.784145043,0.002674744,0.424183485,0.34893476,2.964429016,-0.582100996,0.797146513,-0.735076471,1.372506922,-0.234497362,0.931281428,0.562968266
Tricor,-1.1737848,-0.5676654,-1.3373482,-0.4854079,1.6029869,0.6218509,1.2206175,-1.6851178,0.1213078,-0.9102916,-0.4171535,-0.3263076,0.5676527,1.0453242
Tripur,0.09561198,-0.29130244,-2.39385393,-6.62394703,3.35867674,-14.1485954,-0.5547295,2.01223556,-1.55790945,-2.63218803,-0.43655715,-3.15332079,-0.8005442,-3.37620301
Trispi,,,,,,,,0.10458958,0.63762493,-0.50918788,-0.04206984,-1.31817246,-0.11059798,-0.08903024
Boucho,-1.8614403,-2.623199,-0.9519188,-2.389978,-1.1338061,-2.6815608,0.1494329,-0.7069359,-0.7574163,-0.6219098,-2.8325867,-0.7025959,-1.5414332,-1.8371595
Boupol,-0.23392729,-0.0852005,0.24675448,-0.23675869,-0.02052553,-0.72072355,-1.30016595,-1.01491989,-0.54775008,-1.04500797,-0.99111803,-0.512243,-0.93793705,-1.01323049
Hilcen,-5.0719124,-23.9598293,-18.9431394,-20.4300986,-15.4659281,0.2391104,-23.5096403,0.4068829,2.1912003,-1.1083585,-3.1669208,-1.4914947,-3.1933553,-2.7159845
